customer_id,gross_revenue,recency_days,frequency,avg_ticket
17850,0.019313778896905595,0.9973190348525469,0.16097560975609757,0.00023518237322724326
13047,0.011580615209637164,0.15013404825737264,0.03902439024390244,0.0002449229510896007
12583,0.024021736630502707,0.005361930294906166,0.06829268292682926,0.0003744642644292307
13748,0.0033970650074826793,0.2546916890080429,0.01951219512195122,0.0004387728925389775
15100,0.0031382324772526522,0.8927613941018767,0.009756097560975608,0.0037831871019232063
15291,0.0165627742147057,0.06702412868632708,0.06341463414634146,0.0005872552017298405
14688,0.020172350581264424,0.01876675603217158,0.09756097560975609,0.00022310161657038155
17809,0.019387935760237906,0.04289544235924933,0.05365853658536585,0.0011494648612603426
15311,0.21769839880644043,0.0,0.43902439024390244,0.00033094418555476806
16098,0.0071850835654705915,0.23324396782841825,0.02926829268292683,0.000387838557924261
18074,0.0017539710283823045,1.0,0.0,0.000487947419679031
17420,0.002145282824604117,0.13404825737265416,0.009756097560975608,0.00025861711555304505
16029,0.26109696557996653,0.10187667560321716,0.2975609756097561,0.003918129125919488
16250,0.0013951521186544213,0.6997319034852547,0.004878048780487805,0.000210234643974454
12431,0.022864853737946562,0.09383378016085792,0.06829268292682926,0.00035338371558760336
17511,0.3262270757670346,0.005361930294906166,0.14634146341463414,0.0012251455265595156
13705,0.00255020795805602,0.01876675603217158,0.009756097560975608,0.00032939084764861226
13747,0.00028516359039875696,1.0,0.0,0.0010313071688804356
13408,0.1007280914294656,0.002680965147453083,0.2975609756097561,0.0007621082641160286
13767,0.061691202079888714,0.005361930294906166,0.17560975609756097,0.0006062746039539377
17924,0.010613029353722585,0.029490616621983913,0.02926829268292683,0.0012381453589756408
13448,0.012679641418965442,0.04289544235924933,0.024390243902439022,0.00023516155484604759
15862,0.002983756924262773,0.021447721179624665,0.014634146341463414,7.340743811037648e-05
15513,0.05287069099365255,0.08847184986595175,0.08780487804878048,0.0006208093260912771
12791,0.0006362443926484831,1.0,0.0,0.002301006949662882
16218,0.011050733970241686,0.0777479892761394,0.02926829268292683,0.0004757795820923224
14045,0.005945983280959007,0.2922252010723861,0.014634146341463414,0.003583986753662695
14307,0.010732038580770912,0.2359249329758713,0.024390243902439022,0.00021562726912049832
17908,0.0008715401792991152,1.0,0.0,5.43442228481269e-05
17920,0.015018376930523438,0.010723860589812333,0.07804878048780488,7.81505714431971e-05
12838,0.002447283963682195,0.08847184986595175,0.004878048780487805,7.195702764608525e-05
13255,0.0014312274623141635,0.02412868632707775,0.004878048780487805,0.0003981615066094152
16583,0.0008363246253591686,1.0,0.0,0.00021604330453619682
18085,0.002471716321553045,0.8847184986595175,0.004878048780487805,0.00030824397035568213
13758,0.011430008710386363,0.029490616621983913,0.02926829268292683,0.00035330896874022626
13694,0.23300165273078904,0.00804289544235925,0.23902439024390243,0.0014835583367378133
15983,0.005284195968718273,0.058981233243967826,0.014634146341463414,0.00016911979146195806
14849,0.02841081985177082,0.05630026809651475,0.11707317073170731,0.0002648170865633919
17968,0.0009935944949383826,1.0,0.0,4.227505812725226e-05
16210,0.0755049419638357,0.002680965147453083,0.07804878048780488,0.002238254724799687
17897,0.002029820230149946,0.4611260053619303,0.009756097560975608,6.439419045751286e-05
17377,0.014691370240428003,0.06166219839142091,0.09268292682926829,0.00012711007775135098
16552,0.0013603664595743718,0.6487935656836461,0.004878048780487805,0.00028940161930163157
